genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
IMGM3300043393_BIN24,NA,NA,Megaviricetes,Imitervirales,N_IM_1a,nIM_1,NA,NA,n_444,NA,,NA,NA
IMGM3300031773_BIN219,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_445,NA,,S1177,NA
GVMAG-S-1059906-5,GVMAG-S-1059906-5,Nucleocytoviricota,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,incertae_sedis,g208,g208,identical_markers,,NA,MCL453
TARA_ARC_NCLDV_00149,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_446,NA,,NA,NA
IMGM3300032360_BIN727,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_447,NA,,NA,MCL319
IMGM3300017986_BIN384,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_448,NA,,S1130,NA
IMGM3300022926_BIN280,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_449,NA,,S1917,NA
IMGM3300007775_BIN41,NA,NA,Megaviricetes,Imitervirales,N_IM_1b,nIM_1,NA,NA,n_450,NA,,NA,NA
ERX552270-68,ERX552270.68.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,N_IM_3,nIM_3,incertae_sedis,g247,g247,identical_markers,,NA,NA
IMGM3300009426_BIN58,NA,NA,Megaviricetes,Imitervirales,N_IM_3,nIM_3,NA,NA,n_451,NA,,NA,NA
IMGS3300047126_BIN6,NA,NA,Megaviricetes,Imitervirales,N_IM_3,nIM_3,NA,NA,n_452,NA,,NA,NA
TARA_MED_NCLDV_00025,NA,NA,Megaviricetes,Imitervirales,N_IM_4,nIM_4,NA,NA,n_453,NA,,NA,NA
TARA_MED_NCLDV_00097,NA,NA,Megaviricetes,Imitervirales,N_IM_4,nIM_4,NA,NA,n_454,NA,,NA,NA
TARA_PON_NCLDV_00057,NA,NA,Megaviricetes,Imitervirales,N_IM_4,nIM_4,NA,NA,n_455,NA,,NA,NA
IMGM3300020420_BIN317,NA,NA,Megaviricetes,Imitervirales,N_IM_4,nIM_4,NA,NA,n_455,NA,,NA,MCL506
IMGM3300031576_BIN1299,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_456,NA,Aliimimivirinae,NA,NA
IMGM3300028195_BIN408,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_457,NA,Aliimimivirinae,S2045,NA
GVMAG-M-3300009697-1,GVMAG-M-3300009697-1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g217,g217,identical_markers,Aliimimivirinae,NA,NA
bin_3793,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_458,NA,Aliimimivirinae,NA,MCL414
Drel,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g218,g218,MCL_clustered,Aliimimivirinae,NA,MCL558
TARA_PSW_NCLDV_00024,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_459,NA,Aliimimivirinae,NA,NA
TARA_PSW_NCLDV_00005,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_459,NA,Aliimimivirinae,NA,MCL386
ERX552255-53,ERX552255.53.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g216,g216,identical_markers,Aliimimivirinae,NA,NA
IMGM3300021185_BIN848,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_460,NA,Aliimimivirinae,NA,NA
TARA_ARC_NCLDV_00004,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_460,NA,Aliimimivirinae,NA,NA
TARA_PSE_NCLDV_00002,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_461,NA,Aliimimivirinae,NA,MCL550
TARA_PSE_NCLDV_00004,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g215,g215,MCL_clustered,Aliimimivirinae,S2425,MCL165
GVMAG-M-3300020165-43,GVMAG-M-3300020165-43,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g215,g215,identical_markers,Aliimimivirinae,S646,MCL84
TARA_AOS_NCLDV_00001,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g215,g215,MCL_clustered,Aliimimivirinae,S619,MCL549
IMGM3300035069_BIN95,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g215,NA,Aliimimivirinae,NA,MCL771
IMGM3300025596_BIN405,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g215,NA,Aliimimivirinae,NA,MCL605
IMGM3300032249_BIN253,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g213,g213,MCL_clustered,Aliimimivirinae,NA,MCL107
IMGM3300032319_BIN110,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g214,g214,MCL_clustered,Aliimimivirinae,NA,MCL77
IMGM3300040806_BIN181,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_462,NA,Aliimimivirinae,NA,NA
IMGM3300023179_BIN729,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_463,NA,Aliimimivirinae,NA,MCL724
Nama,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_464,NA,Aliimimivirinae,NA,NA
bin_5417,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_465,NA,Aliimimivirinae,NA,MCL774
IMGM3300025010_BIN209,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_465,NA,Aliimimivirinae,NA,NA
bin_5135,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_465,NA,Aliimimivirinae,NA,NA
bin_2711,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_465,NA,Aliimimivirinae,S1259,MCL204
IMGM3300044991_BIN725,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_465,NA,Aliimimivirinae,NA,MCL797
LKH583_P13_Ci-162,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_466,NA,Aliimimivirinae,NA,NA
GVMAG-M-3300017788-2,GVMAG-M-3300017788-2,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g209,g209,identical_markers,Aliimimivirinae,NA,NA
GVMAG-M-3300023174-174,GVMAG-M-3300023174-174,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g210,g210,identical_markers,Aliimimivirinae,NA,MCL446
bin_4331,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g210,g210,MCL_clustered,Aliimimivirinae,NA,MCL349
IMGM3300042451_BIN773,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_467,NA,Aliimimivirinae,NA,MCL83
GVMAG-S-1035085-51,GVMAG-S-1035085-51,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g211,g211,identical_markers,Aliimimivirinae,S520,NA
IMGM3300032327_BIN203,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_468,NA,Aliimimivirinae,NA,NA
IMGM3300032334_BIN217,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g212,g212,MCL_clustered,Aliimimivirinae,NA,MCL447
IMGM3300040856_BIN494,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_469,NA,Aliimimivirinae,NA,NA
IMGM3300025596_BIN187,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_469,NA,Aliimimivirinae,NA,NA
IMGM3300014818_BIN84,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_469,NA,Aliimimivirinae,NA,NA
IMGM3300050249_BIN1282,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_469,NA,Aliimimivirinae,NA,NA
IMGM3300031703_BIN155,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_469,NA,Aliimimivirinae,NA,NA
oPacV-662,oPacV.662,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g227,g227,identical_markers,Aliimimivirinae,S1682,NA
IMGM3300035703_BIN1269,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_470,NA,Aliimimivirinae,NA,NA
IMGM3300023174_BIN990,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_471,NA,Aliimimivirinae,NA,NA
TARA_PSW_NCLDV_00065,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_472,NA,Aliimimivirinae,NA,NA
bin_4990,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_473,NA,Aliimimivirinae,NA,NA
TARA_PSW_NCLDV_00028,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_474,NA,Aliimimivirinae,NA,NA
TARA_PSW_NCLDV_00031,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_474,NA,Aliimimivirinae,NA,NA
cPacV_1605,cPacV.1605,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g226,g226,identical_markers,Aliimimivirinae,NA,MCL393
TARA_MED_NCLDV_00145,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_475,NA,Aliimimivirinae,NA,NA
GCA_000889395-1_ViralProj59783,Rheavirus sinusmexicani /Cafeteria roenbergensis virus BV-PW1 strain=BV-PW1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g225,g225,identical_markers,Aliimimivirinae,NA,MCL556
TARA_PON_NCLDV_00002,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g219,NA,Aliimimivirinae,NA,NA
TARA_MED_NCLDV_00003,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g219,g219,MCL_clustered,Aliimimivirinae,NA,MCL150
IMGM3300004276_BIN194,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g219,g219,MCL_clustered,Aliimimivirinae,S302,MCL635
IMGM3300021958_BIN89,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_476,NA,Aliimimivirinae,NA,NA
IMGM3300020185_BIN821,GVMAG-M-3300020185-49,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g221,g221,identical_markers,Aliimimivirinae,S914,MCL504
IMGM3300051198_BIN588,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g221,NA,Aliimimivirinae,NA,NA
mPacV_611,mPacV.611,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g220,g220,identical_markers,Aliimimivirinae,S1681,MCL522
IMGM3300051198_BIN2448,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_477,NA,Aliimimivirinae,NA,NA
IMGM3300001351_BIN518,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g220,n_477,MCL_clustered,Aliimimivirinae,S1693,MCL462
ERX552256-53,ERX552256.53.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g220,n_478,identical_markers,Aliimimivirinae,NA,MCL424
IMGM3300024302_BIN252,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_478,NA,Aliimimivirinae,S217,NA
IMGM3300046001_BIN608,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g220,n_479,MCL_clustered,Aliimimivirinae,NA,MCL78
bin_6290,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_479,NA,Aliimimivirinae,NA,MCL842
bin_4584,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_480,NA,Aliimimivirinae,NA,NA
bin_4830,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_481,NA,Aliimimivirinae,NA,MCL555
GVMAG-M-3300023174-131,GVMAG-M-3300023174-131,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g224,g224,identical_markers,Aliimimivirinae,NA,MCL293
IMGM3300009182_BIN376,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g224,NA,Aliimimivirinae,NA,MCL654
IMGM3300027712_BIN229,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g223,NA,Aliimimivirinae,NA,NA
IMGM3300034166_BIN605,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g223,g223,MCL_clustered,Aliimimivirinae,S931,MCL66
bin_4057,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,n_482,MCL_clustered,Aliimimivirinae,S1198,MCL274
IMGM3300013126_BIN655,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g222,NA,Aliimimivirinae,S1900,MCL682
GVMAG-M-3300023179-82,GVMAG-M-3300023179-82,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,g222,identical_markers,Aliimimivirinae,S1536,NA
IMGM3300035703_BIN2324,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g222,NA,Aliimimivirinae,NA,NA
IMGM3300042384_BIN535,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g222,NA,Aliimimivirinae,NA,NA
IMGM3300007520_BIN745,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,g222,MCL_clustered,Aliimimivirinae,S492,NA
IMGM3300031216_BIN143,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g222,NA,Aliimimivirinae,S795,NA
bin_2482,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,NA
GVMAG-S-3300013131-116,GVMAG-S-3300013131-116,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,n_483,identical_markers,Aliimimivirinae,NA,NA
IMGM3300045993_BIN378,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,NA
IMGM3300007547_BIN43,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,S259,MCL641
IMGM3300023179_BIN1357,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,n_483,MCL_clustered,Aliimimivirinae,S1531,NA
bin_1054,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g222,n_483,MCL_clustered,Aliimimivirinae,NA,MCL35
IMGM3300035703_BIN829,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,MCL772
IMGM3300034105_BIN948,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,MCL765
bin_4201,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,MCL836
IMGM3300046009_BIN1010,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,MCL238
bin_6412,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_483,NA,Aliimimivirinae,NA,MCL533
IMGM3300042922_BIN501,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_484,NA,Megamimivirinae,NA,NA
IMGM3300047994_BIN543,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_485,NA,Megamimivirinae,NA,MCL804
IMGM3300037010_BIN573,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_486,NA,Megamimivirinae,NA,NA
GVMAG-M-3300020192-26,GVMAG-M-3300020192-26,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g246,n_487,identical_markers,Megamimivirinae,NA,MCL594
IMGM3300037862_BIN219,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_488,NA,Megamimivirinae,NA,NA
IMGM3300050354_BIN264,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_489,NA,Megamimivirinae,S1294,NA
LKH583_P13_Ci-128,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_490,NA,Megamimivirinae,S2420,NA
GCA_004151645-1_ASM415164v1,Megavirus baoshanense,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g246,g246,identical_markers,Megamimivirinae,S1411,MCL134
GVMAG-S-1014582-52,GVMAG-S-1014582-52,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g246,n_491,identical_markers,Megamimivirinae,S1586,NA
IMGM3300050355_BIN139,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_491,NA,Megamimivirinae,S2415,NA
Tupa,Tupanvirus altamarinense,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g246,n_492,identical_markers,Megamimivirinae,NA,MCL342
IMGM3300036768_BIN778,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_493,NA,Megamimivirinae,NA,NA
IMGM3300050358_BIN165,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g246,n_493,NA,Megamimivirinae,NA,NA
IMGM3300042923_BIN887,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_494,NA,,NA,NA
IMGM3300042923_BIN626,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_495,NA,,NA,NA
LKH583_P13_Ci-71,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_496,NA,,S2419,NA
IMGM3300002105_BIN878,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_497,NA,Klosneuvirinae,S697,NA
IMGM3300022916_BIN834,GVMAG-M-3300022916-4,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g229,g229,identical_markers,Klosneuvirinae,S1493,NA
SRX327520-21,SRX327520.21.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g245,g245,identical_markers,Klosneuvirinae,NA,NA
IMGM3300005961_BIN132,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_498,NA,Klosneuvirinae,NA,NA
IMGM3300031224_BIN328,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_499,NA,Klosneuvirinae,NA,NA
IMGM3300025597_BIN105,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_500,NA,Klosneuvirinae,NA,MCL731
GCA_002966255-1_ASM296625v1,Hokovirus HKV1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g228,g228,identical_markers,Klosneuvirinae,S628,NA
IMGM3300022836_BIN47,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_501,NA,Klosneuvirinae,NA,NA
GVMAG-S-1004661-13,GVMAG-S-1004661-13,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g231,g231,identical_markers,Klosneuvirinae,NA,NA
IMGS3300042691_BIN2123,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_502,NA,Klosneuvirinae,NA,NA
IMGM3300027828_BIN379,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_503,NA,Klosneuvirinae,NA,NA
IMGM3300009510_BIN446,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_504,NA,Klosneuvirinae,NA,NA
GCA_002966235-1_ASM296623v1,Catovirus CTV1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g241,g241,identical_markers,Klosneuvirinae,S1325,NA
bin_4354,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_505,NA,Klosneuvirinae,NA,NA
IMGM3300002231_BIN841,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_506,NA,Klosneuvirinae,NA,NA
ERX552300-8,ERX552300.8.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g230,g230,identical_markers,Klosneuvirinae,NA,MCL562
IMGM3300004273_BIN89,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_507,NA,Klosneuvirinae,NA,NA
LCMiAC01,Mimivirus.LCMiAC01,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g232,g232,identical_markers,Klosneuvirinae,S1658,NA
LCMiAC02,Mimivirus.LCMiAC02,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g232,n_508,identical_markers,Klosneuvirinae,S1659,NA
TARA_ION_NCLDV_00003,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_509,NA,Klosneuvirinae,NA,NA
Homa,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_510,NA,Klosneuvirinae,NA,NA
GCA_002966275-1_ASM296627v1,Klosneuvirus KNV1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g233,n_511,identical_markers,Klosneuvirinae,S1401,NA
SRX696246-4,SRX696246.4.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g233,n_511,identical_markers,Klosneuvirinae,NA,NA
bin_2670,Fadolivirus algeromassiliense,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,g233,g233,mcl cluster,Klosneuvirinae,NA,MCL568
Indi,Indivirus ILV1,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g233,g233,identical_markers,Klosneuvirinae,S627,NA
LKH578_P12_Am-115,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_512,NA,Klosneuvirinae,NA,NA
bin_4318,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_513,NA,Klosneuvirinae,NA,NA
bin_6957,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_514,NA,Klosneuvirinae,NA,MCL838
bin_1424,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_515,NA,Klosneuvirinae,NA,MCL829
bin_2047,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g244,NA,Klosneuvirinae,NA,NA
IMGM3300004277_BIN57,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g244,g244,MCL_clustered,Klosneuvirinae,S542,MCL464
IMGM3300020196_BIN616,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_516,NA,Klosneuvirinae,NA,MCL199
bin_5177,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_516,NA,Klosneuvirinae,NA,MCL146
IMGM3300032286_BIN160,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g243,g243,MCL_clustered,Klosneuvirinae,NA,MCL674
bin_3258,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g243,NA,Klosneuvirinae,NA,MCL202
bin_3933,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g243,NA,Klosneuvirinae,NA,MCL490
bin_1254,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_517,NA,Klosneuvirinae,NA,MCL828
bin_5263,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_517,NA,Klosneuvirinae,NA,MCL128
IMGM3300042539_BIN173,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_517,NA,Klosneuvirinae,S1239,NA
IMGM3300025154_BIN979,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_518,NA,Klosneuvirinae,NA,NA
IMGM3300050207_BIN2556,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_519,NA,Klosneuvirinae,NA,NA
IMGM3300028833_BIN1971,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_520,NA,Klosneuvirinae,NA,NA
SRX327520-331,SRX327520.331.dc,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g242,g242,identical_markers,Klosneuvirinae,NA,NA
GVMAG-M-3300009169-13,GVMAG-M-3300009169-13,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g242,n_521,identical_markers,Klosneuvirinae,NA,NA
IMGM3300004105_BIN192,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_522,NA,Klosneuvirinae,NA,MCL634
IMGM3300042140_BIN445,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_523,NA,Klosneuvirinae,NA,MCL404
GVMAG-M-3300009436-15,GVMAG-M-3300009436-15,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g240,g240,identical_markers,Klosneuvirinae,NA,NA
bin_3670,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_524,NA,Klosneuvirinae,NA,MCL552
Edaf,Edafosvirus sp.,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g238,g238,identical_markers,Klosneuvirinae,S1361,NA
GCA_003814265-1_ASM381426v1,Hyperionvirus sp.,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g239,g239,identical_markers,Klosneuvirinae,S1410,NA
Harv,Harvfovirus sp.,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g239,g239,identical_markers,Klosneuvirinae,NA,MCL435
bin_6191,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g239,NA,Klosneuvirinae,NA,NA
IMGM3300013123_BIN67,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_525,NA,Klosneuvirinae,S1122,NA
IMGM3300013137_BIN836,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_526,NA,Klosneuvirinae,NA,NA
IMGM3300002502_BIN541,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_527,NA,Klosneuvirinae,NA,NA
bin_4744,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_528,NA,Klosneuvirinae,NA,NA
bin_1620,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_529,NA,Klosneuvirinae,NA,NA
bin_2165,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_530,NA,Klosneuvirinae,NA,NA
IMGM3300032722_BIN405,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,n_531,NA,Klosneuvirinae,NA,NA
GVMAG-S-1101174-64,GVMAG-S-1101174-64,Nucleocytoviricota,Megaviricetes,Imitervirales,IM_16,IM_16,IM_16,g236,g236,identical_markers,Klosneuvirinae,S682,NA
bin_3956,NA,NA,Megaviricetes,Imitervirales,IM_16,IM_16,NA,NA,g237,NA,Klosneuvirinae,NA,NA
